PHYCAscaffold_1	gene000001	41195	41689
PHYCAscaffold_1	gene000002	42822	44972
PHYCAscaffold_1	gene000003	45261	46026
PHYCAscaffold_1	gene000004	50282	49873
PHYCAscaffold_1	gene000005	50445	51482
PHYCAscaffold_1	gene000006	51952	51632
PHYCAscaffold_1	gene000007	52056	53019
PHYCAscaffold_1	gene000008	53503	54160
PHYCAscaffold_1	gene000009	54997	54298
PHYCAscaffold_1	gene000010	55169	58162
PHYCAscaffold_1	gene000011	62591	63688
PHYCAscaffold_1	gene000012	66832	66571
PHYCAscaffold_1	gene000013	67322	68884
PHYCAscaffold_1	gene000014	70189	69208
PHYCAscaffold_1	gene000015	70392	71317
PHYCAscaffold_1	gene000016	72066	72628
PHYCAscaffold_1	gene000017	75386	73694
PHYCAscaffold_1	gene000018	77411	76431
PHYCAscaffold_1	gene000019	78445	77819
PHYCAscaffold_1	gene000020	79566	80383
PHYCAscaffold_1	gene000021	81105	80488
PHYCAscaffold_1	gene000022	83670	83079
PHYCAscaffold_1	gene000023	84147	84735
PHYCAscaffold_1	gene000024	85731	85147
PHYCAscaffold_1	gene000025	86892	86614
PHYCAscaffold_1	gene000026	92793	90547
PHYCAscaffold_1	gene000027	92945	95035
PHYCAscaffold_1	gene000028	97029	95149
PHYCAscaffold_1	gene000029	101405	97728
PHYCAscaffold_1	gene000030	104004	103627
PHYCAscaffold_1	gene000031	105542	106145
PHYCAscaffold_1	gene000032	110748	109752
PHYCAscaffold_1	gene000033	111817	111098
PHYCAscaffold_1	gene000034	112081	112838
PHYCAscaffold_1	gene000035	115343	113133
PHYCAscaffold_1	gene000036	115563	115914
PHYCAscaffold_1	gene000037	116047	116437
PHYCAscaffold_1	gene000038	117271	116890
PHYCAscaffold_1	gene000039	117955	119007
PHYCAscaffold_1	gene000040	120969	119136
PHYCAscaffold_1	gene000041	125493	124300
PHYCAscaffold_1	gene000042	129124	129059
PHYCAscaffold_1	gene000043	133216	135198
PHYCAscaffold_1	gene000044	135861	136687
PHYCAscaffold_1	gene000045	136797	137277
PHYCAscaffold_1	gene000046	138896	137839
PHYCAscaffold_1	gene000047	137702	137289
PHYCAscaffold_1	gene000048	139223	140076
PHYCAscaffold_1	gene000049	141031	140228
PHYCAscaffold_1	gene000050	141305	142359
PHYCAscaffold_1	gene000051	144465	142660
PHYCAscaffold_1	gene000052	147592	148044
PHYCAscaffold_1	gene000053	151692	151078
PHYCAscaffold_1	gene000054	152207	153397
PHYCAscaffold_1	gene000055	154479	153492
PHYCAscaffold_1	gene000056	155762	154843
PHYCAscaffold_1	gene000057	156020	157982
PHYCAscaffold_1	gene000058	158589	158068
PHYCAscaffold_1	gene000059	161169	162138
PHYCAscaffold_1	gene000060	164591	165403
PHYCAscaffold_1	gene000061	165852	167597
PHYCAscaffold_1	gene000062	168293	167631
PHYCAscaffold_1	gene000063	172470	173327
PHYCAscaffold_1	gene000064	175249	174290
PHYCAscaffold_1	gene000065	176243	175326
PHYCAscaffold_1	gene000066	178617	176362
PHYCAscaffold_1	gene000067	181307	178797
PHYCAscaffold_1	gene000068	196444	196094
PHYCAscaffold_1	gene000069	200060	201326
PHYCAscaffold_1	gene000070	204675	202970
PHYCAscaffold_1	gene000071	214529	213267
PHYCAscaffold_1	gene000072	216050	215088
PHYCAscaffold_1	gene000073	216488	217381
PHYCAscaffold_1	gene000074	218294	217994
PHYCAscaffold_1	gene000075	219667	219229
PHYCAscaffold_1	gene000076	226907	226485
PHYCAscaffold_1	gene000077	227312	227822
PHYCAscaffold_1	gene000078	230521	227993
PHYCAscaffold_1	gene000079	231502	231192
PHYCAscaffold_1	gene000080	231929	232238
PHYCAscaffold_1	gene000081	240265	241104
PHYCAscaffold_1	gene000082	241925	241350
PHYCAscaffold_1	gene000083	242996	243733
PHYCAscaffold_1	gene000084	247863	250554
PHYCAscaffold_1	gene000085	278396	277389
PHYCAscaffold_1	gene000086	279510	280346
PHYCAscaffold_1	gene000087	280988	282215
PHYCAscaffold_1	gene000088	283730	283389
PHYCAscaffold_1	gene000089	299724	299990
PHYCAscaffold_1	gene000090	300617	300411
PHYCAscaffold_1	gene000091	303442	301684
PHYCAscaffold_1	gene000092	307143	306567
PHYCAscaffold_1	gene000093	329069	329317
PHYCAscaffold_1	gene000094	331946	332617
PHYCAscaffold_1	gene000095	334412	335280
PHYCAscaffold_1	gene000096	337078	336335
PHYCAscaffold_1	gene000097	345673	347235
PHYCAscaffold_1	gene000098	363309	363865
PHYCAscaffold_1	gene000099	375525	374866
PHYCAscaffold_1	gene000100	381024	381608
PHYCAscaffold_1	gene000101	383528	382511
PHYCAscaffold_1	gene000102	385308	385865
PHYCAscaffold_1	gene000103	386559	387062
PHYCAscaffold_1	gene000104	388230	388811
PHYCAscaffold_1	gene000105	388973	389551
PHYCAscaffold_1	gene000106	390800	389669
PHYCAscaffold_1	gene000107	391229	391648
PHYCAscaffold_1	gene000108	394648	393839
PHYCAscaffold_1	gene000109	401499	402206
PHYCAscaffold_1	gene000110	402752	402417
PHYCAscaffold_1	gene000111	403427	403915
PHYCAscaffold_1	gene000112	404383	403958
PHYCAscaffold_1	gene000113	406089	405278
PHYCAscaffold_1	gene000114	406301	408211
PHYCAscaffold_1	gene000115	408419	409216
PHYCAscaffold_1	gene000116	411258	409264
PHYCAscaffold_1	gene000117	412001	413800
PHYCAscaffold_1	gene000118	414526	415109
PHYCAscaffold_1	gene000119	416440	415145
PHYCAscaffold_1	gene000120	417425	417088
PHYCAscaffold_1	gene000121	417972	419459
PHYCAscaffold_1	gene000122	419848	419627
PHYCAscaffold_1	gene000123	421814	422818
PHYCAscaffold_1	gene000124	423653	423129
PHYCAscaffold_1	gene000125	423925	423743
PHYCAscaffold_1	gene000126	427884	425762
PHYCAscaffold_1	gene000127	429630	428928
PHYCAscaffold_1	gene000128	430440	429718
PHYCAscaffold_1	gene000129	432792	431778
PHYCAscaffold_1	gene000130	436599	436979
PHYCAscaffold_1	gene000131	441031	440025
PHYCAscaffold_1	gene000132	441947	441196
PHYCAscaffold_1	gene000133	472839	472414
PHYCAscaffold_1	gene000134	475928	477456
PHYCAscaffold_1	gene000135	480677	480393
PHYCAscaffold_1	gene000136	484477	483457
